,fartsdempere,trafikk_mengde,fotobokser,vegskulder,svingerestriksjon,vilt_fare,fartsgrense,trafikk_ulykke
1800 Fg82 hp14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg82 hp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg820 hp10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg820 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg820 hp209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg820 hp210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg821 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg828 hp203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg828 hp250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg828 hp254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg828 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg834 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1800 Fg834 hp152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg834 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg834 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg834 hp202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg835 hp204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg838 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg838 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg839 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg839 hp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg861 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg881 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg881 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg901 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg901 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg903 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg915 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg915 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg935 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg939 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg939 hp151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fg939 hp201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs144 hp53,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs144 hp54,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs144 hp55,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs144 hp56,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp4,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp50,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp52,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs146 hp53,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp17,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp21,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp32,0.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp37,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp41,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp59,0.0,81.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs17 hp9,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs190 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs192 hp1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs192 hp2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs383 hp1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs384 hp1,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs385 hp1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs403 hp1,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs405 hp1,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs405 hp3,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs405 hp5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs405 hp7,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs405 hp9,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs431 hp1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs452 hp3,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs452 hp51,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs452 hp52,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs466 hp3,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs476 hp1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs809 hp3,0.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0
1800 Fs81 hp4,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs81 hp50,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs81 hp52,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs82 hp2,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs828 hp4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs834 hp4,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs836 hp11,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0
1800 Fs836 hp3,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs836 hp5,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs836 hp7,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs836 hp9,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs838 hp3,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs839 hp1,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs839 hp50,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs839 hp51,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs839 hp52,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs868 hp51,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs868 hp52,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs889 hp2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fs889 hp50,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Ft165 hp1,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Ft353 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Ft6 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,61.0
1800 Ft6 hp2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0
1800 Ft76 hp2,0.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0
1800 Fv1 hp1,0.0,116.66666666666667,0.0,0.0,0.0,12.0,58.888888888888886,11.0
1800 Fv1 hp600,0.0,125.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv111 hp1,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1800 Fv111 hp600,0.0,36.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv112 hp2,0.0,30.0,0.0,0.0,0.0,0.0,40.0,6.0
1800 Fv114 hp2,0.0,30.0,0.0,0.0,0.0,0.0,52.0,0.0
1800 Fv12 hp1,1.0,9092.857142857143,4.0,62.0,0.0,0.0,54.54545454545455,290.0
1800 Fv12 hp2,0.0,1005.0,0.0,28.0,0.0,0.0,46.666666666666664,135.0
1800 Fv12 hp3,0.0,0.0,0.0,16.0,0.0,0.0,35.0,122.0
1800 Fv12 hp401,0.0,1875.0,0.0,0.0,0.0,0.0,40.0,1.0
1800 Fv12 hp699,0.0,1300.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv131 hp2,0.0,37.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv132 hp1,0.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv132 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv133 hp1,0.0,50.0,0.0,0.0,0.0,0.0,40.0,2.0
1800 Fv138 hp1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0
1800 Fv138 hp50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv138 hp600,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv138 hp650,0.0,30.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv138 hp651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv138 hp699,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv139 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv139 hp600,0.0,37.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv139 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv143 hp1,0.0,3250.0,0.0,0.0,0.0,0.0,52.22222222222222,10.0
1800 Fv143 hp400,0.0,3975.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv144 hp3,0.0,56.5,0.0,0.0,0.0,0.0,61.111111111111114,0.0
1800 Fv144 hp51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv144 hp52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv144 hp650,0.0,80.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv144 hp651,0.0,80.0,0.0,0.0,0.0,0.0,15.0,0.0
1800 Fv146 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1800 Fv146 hp5,0.0,37.5,0.0,0.0,0.0,0.0,40.0,3.0
1800 Fv146 hp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv146 hp600,0.0,425.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv148 hp1,0.0,337.5,0.0,0.0,0.0,0.0,53.333333333333336,1.0
1800 Fv161 hp1,0.0,150.0,0.0,0.0,0.0,0.0,52.5,12.0
1800 Fv162 hp1,1.0,150.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv162 hp600,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv164 hp1,9.0,175.0,0.0,0.0,0.0,0.0,27.5,1.0
1800 Fv165 hp1,0.0,391.6666666666667,0.0,0.0,0.0,0.0,60.0,15.0
1800 Fv165 hp50,0.0,55.0,0.0,0.0,0.0,0.0,43.333333333333336,2.0
1800 Fv165 hp51,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv165 hp650,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv166 hp1,0.0,100.0,0.0,0.0,0.0,0.0,53.75,9.0
1800 Fv168 hp3,0.0,35.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv17 hp1,0.0,366.6666666666667,0.0,0.0,0.0,0.0,40.0,51.0
1800 Fv17 hp11,0.0,332.5,0.0,0.0,0.0,1.0,56.666666666666664,128.0
1800 Fv17 hp12,3.0,820.0,0.0,0.0,0.0,3.0,54.0,175.0
1800 Fv17 hp13,0.0,1144.3333333333333,0.0,2.0,0.0,3.0,60.0,134.0
1800 Fv17 hp14,0.0,950.0,0.0,0.0,0.0,7.0,52.5,175.0
1800 Fv17 hp15,0.0,675.0,0.0,8.0,0.0,0.0,55.0,77.0
1800 Fv17 hp19,0.0,233.33333333333334,0.0,10.0,0.0,0.0,51.42857142857143,39.0
1800 Fv17 hp2,0.0,275.0,0.0,0.0,0.0,0.0,0.0,31.0
1800 Fv17 hp23,0.0,225.0,0.0,0.0,0.0,0.0,54.0,71.0
1800 Fv17 hp24,0.0,811.6666666666666,0.0,0.0,0.0,6.0,50.0,29.0
1800 Fv17 hp25,2.0,2050.0,0.0,0.0,0.0,15.0,54.54545454545455,275.0
1800 Fv17 hp3,0.0,366.6666666666667,0.0,0.0,0.0,0.0,40.0,2.0
1800 Fv17 hp30,0.0,786.6,0.0,0.0,0.0,4.0,45.0,114.0
1800 Fv17 hp34,0.0,695.8333333333334,0.0,0.0,0.0,2.0,59.0,249.0
1800 Fv17 hp35,0.0,362.3333333333333,0.0,0.0,0.0,0.0,60.0,83.0
1800 Fv17 hp39,0.0,250.0,0.0,64.0,0.0,0.0,61.0,16.0
1800 Fv17 hp40,0.0,190.0,0.0,4.0,0.0,0.0,46.666666666666664,1.0
1800 Fv17 hp400,0.0,1367.6666666666667,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp405,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp42,0.0,363.3333333333333,0.0,10.0,0.0,0.0,52.5,18.0
1800 Fv17 hp43,0.0,1255.25,0.0,0.0,0.0,0.0,54.54545454545455,368.0
1800 Fv17 hp44,0.0,1706.25,0.0,42.0,0.0,0.0,58.125,143.0
1800 Fv17 hp45,0.0,616.6666666666666,0.0,54.0,0.0,0.0,53.333333333333336,59.0
1800 Fv17 hp46,0.0,590.6666666666666,0.0,2.0,0.0,0.0,0.0,50.0
1800 Fv17 hp47,0.0,495.0,0.0,0.0,0.0,0.0,0.0,27.0
1800 Fv17 hp48,0.0,550.0,0.0,0.0,0.0,0.0,0.0,98.0
1800 Fv17 hp49,0.0,550.0,0.0,6.0,0.0,0.0,0.0,31.0
1800 Fv17 hp50,0.0,1063.6666666666667,0.0,0.0,0.0,0.0,30.0,136.0
1800 Fv17 hp51,0.0,1700.0,0.0,0.0,0.0,0.0,47.5,48.0
1800 Fv17 hp52,0.0,1986.6666666666667,0.0,0.0,0.0,0.0,61.666666666666664,54.0
1800 Fv17 hp55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv17 hp56,0.0,165.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv17 hp57,0.0,165.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv17 hp58,0.0,192.5,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp6,0.0,272.5,0.0,0.0,0.0,0.0,57.5,59.0
1800 Fv17 hp60,0.0,633.3333333333334,0.0,0.0,0.0,0.0,57.142857142857146,10.0
1800 Fv17 hp61,0.0,300.0,0.0,0.0,0.0,0.0,30.0,8.0
1800 Fv17 hp654,0.0,165.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv17 hp7,0.0,275.0,0.0,0.0,0.0,0.0,45.0,30.0
1800 Fv17 hp800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp801,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp802,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
1800 Fv17 hp803,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
1800 Fv17 hp805,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp806,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp810,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp811,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
1800 Fv17 hp812,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp815,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp820,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv17 hp860,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv181 hp1,8.0,25.0,0.0,0.0,0.0,0.0,56.0,0.0
1800 Fv186 hp1,0.0,195.0,0.0,0.0,0.0,1.0,61.0,12.0
1800 Fv186 hp50,0.0,25.0,0.0,0.0,0.0,0.0,40.0,1.0
1800 Fv186 hp650,0.0,75.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv187 hp1,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0
1800 Fv187 hp600,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv187 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv188 hp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv188 hp600,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv189 hp1,0.0,0.0,0.0,0.0,0.0,0.0,52.5,11.0
1800 Fv189 hp50,0.0,37.5,0.0,0.0,0.0,0.0,52.5,0.0
1800 Fv189 hp51,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv189 hp600,0.0,125.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv189 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv190 hp1,0.0,33.333333333333336,0.0,0.0,0.0,0.0,43.333333333333336,0.0
1800 Fv190 hp5,0.0,25.0,0.0,0.0,0.0,0.0,42.5,0.0
1800 Fv190 hp50,0.0,25.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv190 hp51,0.0,25.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
1800 Fv190 hp650,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv190 hp651,0.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv192 hp3,0.0,95.0,0.0,0.0,0.0,0.0,55.0,0.0
1800 Fv194 hp1,0.0,0.0,0.0,0.0,0.0,0.0,48.333333333333336,0.0
1800 Fv194 hp600,0.0,25.0,0.0,0.0,0.0,0.0,30.0,0.0
1800 Fv2 hp1,0.0,30.0,0.0,0.0,0.0,0.0,55.0,0.0
1800 Fv212 hp1,0.0,0.0,0.0,0.0,0.0,0.0,57.142857142857146,27.0
1800 Fv212 hp600,0.0,112.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv213 hp1,0.0,25.0,0.0,0.0,0.0,0.0,60.0,0.0
1800 Fv214 hp1,0.0,237.5,0.0,0.0,0.0,0.0,56.25,1.0
1800 Fv216 hp1,0.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv217 hp1,0.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0
1800 Fv217 hp600,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv220 hp1,0.0,375.0,0.0,26.0,0.0,0.0,40.0,81.0
1800 Fv220 hp2,0.0,106.66666666666667,0.0,0.0,0.0,0.0,56.0,0.0
1800 Fv220 hp3,0.0,80.0,0.0,0.0,0.0,0.0,46.666666666666664,6.0
1800 Fv220 hp50,0.0,166.66666666666666,0.0,2.0,0.0,0.0,36.666666666666664,19.0
1800 Fv240 hp1,0.0,100.0,0.0,23.0,0.0,0.0,52.5,1.0
1800 Fv241 hp1,0.0,466.6666666666667,0.0,46.0,0.0,0.0,51.666666666666664,17.0
1800 Fv241 hp2,0.0,216.66666666666666,0.0,20.0,0.0,0.0,61.111111111111114,3.0
1800 Fv242 hp1,0.0,175.0,0.0,20.0,0.0,0.0,56.0,3.0
1800 Fv244 hp1,0.0,2657.25,0.0,24.0,0.0,0.0,56.36363636363637,47.0
1800 Fv244 hp400,0.0,1600.0,0.0,0.0,0.0,0.0,25.0,7.0
1800 Fv244 hp50,0.0,583.3333333333334,0.0,0.0,0.0,0.0,53.333333333333336,3.0
1800 Fv249 hp1,0.0,227.5,0.0,14.0,0.0,0.0,54.285714285714285,8.0
1800 Fv249 hp401,0.0,410.5,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv249 hp600,0.0,175.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv250 hp1,0.0,0.0,0.0,14.0,0.0,0.0,53.333333333333336,13.0
1800 Fv250 hp600,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv250 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv251 hp1,0.0,133.75,0.0,0.0,0.0,0.0,60.0,14.0
1800 Fv252 hp1,0.0,200.0,0.0,34.0,0.0,0.0,58.75,13.0
1800 Fv253 hp1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
1800 Fv253 hp600,0.0,15.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv273 hp1,0.0,91.0,0.0,7.0,0.0,0.0,63.333333333333336,0.0
1800 Fv274 hp1,0.0,33.333333333333336,0.0,2.0,0.0,0.0,40.0,0.0
1800 Fv274 hp2,0.0,32.5,0.0,0.0,0.0,0.0,50.0,0.0
1800 Fv290 hp1,0.0,40.0,0.0,17.0,0.0,0.0,55.0,8.0
1800 Fv291 hp1,0.0,80.0,0.0,0.0,0.0,0.0,60.0,16.0
1800 Fv291 hp2,0.0,50.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
1800 Fv291 hp3,0.0,50.0,0.0,0.0,0.0,0.0,47.5,9.0
1800 Fv291 hp600,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv292 hp1,0.0,48.0,0.0,0.0,0.0,0.0,65.71428571428571,1.0
1800 Fv294 hp1,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv296 hp1,0.0,75.55555555555556,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv298 hp1,0.0,17.5,0.0,0.0,0.0,0.0,40.0,6.0
1800 Fv3 hp1,0.0,37.5,0.0,0.0,0.0,0.0,40.0,3.0
1800 Fv31 hp1,0.0,93.75,0.0,0.0,0.0,0.0,48.0,0.0
1800 Fv321 hp1,0.0,0.0,0.0,10.0,0.0,0.0,42.0,0.0
1800 Fv321 hp600,0.0,600.0,0.0,0.0,0.0,0.0,25.0,1.0
1800 Fv321 hp699,0.0,300.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv322 hp1,0.0,325.0,0.0,18.0,0.0,0.0,43.333333333333336,2.0
1800 Fv322 hp600,0.0,600.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv323 hp1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
1800 Fv323 hp600,0.0,37.5,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv324 hp1,0.0,118.33333333333333,0.0,10.0,0.0,0.0,56.0,4.0
1800 Fv324 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1800 Fv326 hp1,0.0,105.0,0.0,0.0,0.0,0.0,43.333333333333336,4.0
1800 Fv326 hp600,0.0,150.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv33 hp1,0.0,62.5,0.0,0.0,0.0,0.0,53.333333333333336,10.0
1800 Fv332 hp1,0.0,125.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv34 hp1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0
1800 Fv34 hp600,0.0,150.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv34 hp699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv351 hp1,2.0,0.0,0.0,36.0,0.0,0.0,51.42857142857143,0.0
1800 Fv351 hp600,0.0,335.5,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv351 hp699,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv352 hp1,0.0,70.0,0.0,0.0,0.0,0.0,40.0,33.0
1800 Fv353 hp1,0.0,196.875,0.0,6.0,0.0,0.0,40.0,10.0
1800 Fv353 hp400,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv354 hp1,0.0,68.57142857142857,0.0,0.0,0.0,0.0,0.0,1.0
1800 Fv354 hp600,0.0,55.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv355 hp1,0.0,62.5,0.0,0.0,0.0,0.0,40.0,7.0
1800 Fv355 hp2,0.0,25.0,0.0,0.0,0.0,0.0,42.5,0.0
1800 Fv356 hp1,0.0,906.25,0.0,4.0,0.0,0.0,50.833333333333336,10.0
1800 Fv357 hp1,0.0,718.75,0.0,0.0,0.0,0.0,58.75,24.0
1800 Fv357 hp2,0.0,825.0,0.0,0.0,0.0,0.0,53.333333333333336,51.0
1800 Fv358 hp1,0.0,35.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv361 hp1,0.0,92.5,0.0,0.0,0.0,0.0,40.0,2.0
1800 Fv37 hp1,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0
1800 Fv37 hp600,0.0,77.5,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv37 hp699,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1800 Fv38 hp1,0.0,50.0,0.0,0.0,0.0,0.0,52.0,1.0
1800 Fv382 hp1,0.0,30.0,0.0,4.0,0.0,0.0,42.5,3.0
1800 Fv382 hp600,0.0,395.0,0.0,0.0,0.0,0.0,20.0,0.0
1800 Fv383 hp3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1800 Fv383 hp50,0.0,36.666666666666664,0.0,0.0,0.0,0.0,53.333333333333336,0.0
1800 Fv384 hp3,0.0,41.75,0.0,0.0,0.0,0.0,52.5,18.0
1800 Fv384 hp50,0.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv384 hp650,0.0,80.0,0.0,0.0,0.0,0.0,40.0,0.0
1800 Fv385 hp3,0.0,40.0,0.0,0.0,0.0,0.0,52.0,0.0
1800 Fv39 hp1,0.0,138.33333333333334,0.0,0.0,0.0,0.0,50.0,1.0
1800 Fv40 hp1,4.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0
1800 Fv40 hp600,0.0,62.5,0.0,0.0,0.0,0.0,40.0,0.0
